Symbol	Uniprot_ID	Norm.Ratio.1	Norm.Ratio.2	Norm.Ratio.3
CG8768	Q8T0N5	-0.6320821	0.2036397	0.2100148
CG8771	A1Z945	0.1279041	-0.06443466	0.3306731
CG8775	Q86P55	-0.1560082	-0.02969115	0.2136273
CG8777	Q6NNB2	0.253051	-0.1159414	-0.08951289
CG8778	A1Z934	0.2514529	0.09301919	0.6149454
CG8783	Q9VUB4	1.139172		0.1806571
CG8788	Q7JY89	0.4379359		NaN
CG8793	Q95TM6	-0.3791774	0.8353582	NaN
CG8798	Q7KUT2	0.09892265	-0.4553168	-0.2558217
CG8801	Q9V411	-2.500777	-2.803796	-3.082041
CG8814	Q9VQI6	-0.4019581	-1.037414	
CG8830	Q7JQI1	-0.7074364	-0.8374805	
CG8831	Q9V6B9	-0.3299846	0.1350094	-0.07428911
CG8839	Q7K2E1	0.4141914	0.8858086	0.48656
CG8841	Q0E9B5	0.793982		0.9212078
CG8858	Q9V677	0.4279253	-0.1026511	0.1589833
CG8866	Q86P98	-0.2464689	1.060324	
CG8885	Q9VMX4	1.563369	-0.3156839	0.5224576
CG8891	Q9VMW7	0.09338643	0.2082676	0.02729555
CG8892	Q7K4I5	1.151939	0.8244827	0.9565028
CG8920	Q0E910	-2.112433	-2.018469	-2.374224
CG8924	Q9VXL5	-3.588685		
CG8929	A1ZBT6	-1.631803	NaN	-1.806266
CG8931	Q9VXK8	NaN		
CG8939	Q9VXK5	-2.322678	-2.264513	-2.964432
CG8963	Q7K581	0.1333215	0.7367347	0.7388111
CG8974	Q9VXP1			NaN
CG8979	Q9V637	0.6572405	0.6315235	0.3278023
CG8993	Q9W022	-0.3761792	0.2066433	-0.2200931
CG9000	Q7K172	0.4935402	0.3898972	0.2189671
CG9004	Q9W020	-3.177025	-2.535415	NaN
CG9007	Q8T0K2			NaN
CG9008	Q8IP67		-1.346812	
CG9018	Q8SX50	0.823958		NaN
CG9027	Q5U195	0.8919104	0.8626696	0.5915836
CG9034	Q9W380			-0.7284548
CG9044	Q9VMK9	1.133812		-0.1140665
CG9053	Q7KV06	0.3445199	0.4869717	-0.4894025
CG9062	Q1LZ08	-0.37951	0.2974849	0.1887806
CG9063	Q9V3C5	-0.7431272	-0.6050031	
CG9065	Q9VXY5	0.7346591		
CG9066	Q9VXM4	-0.3538878	0.2906603	0.08324736
CG9068	A1ZAD3	3.075216		
CG9098	Q8T010	-2.594286		
CG9099	Q9VX98	-0.483674	0.2580967	0.3298698
CG9104	Q9VXA0	-0.9415571	0.458067	
CG9107	Q9VMJ1		-5.262296	NaN
CG9112	Q7K1W8	-0.5530656		
CG9114	Q9VXW5		-0.1407301	-0.2254132
CG9125	Q9VXA8	0.1036274	0.009203812	0.3806187
CG9132	Q9VXB0	-0.7894371	-0.1776043	-0.2209
CG9135	Q9VMI5	1.183081	1.146916	0.7994189
CG9139	Q9W0H9	0.4111571		NaN
CG9140	Q8SXT0	0.5260366	0.3005338	0.2632748
CG9143	Q6NQY9	-2.761072	-3.271461	-2.175077
CG9144	Q9VMI1		-0.9939822	
CG9147	Q8T427			0.2663968
CG9149	Q8SXL6	0.2495479	0.7521491	0.4221253
CG9153	Q8MQN4	-0.2363395	0.2320467	0.2363395
CG9154	Q9VMH7	-0.1365852		NaN
CG9172	Q9VXK7	-0.4397827	0.458172	0.1915626
CG9175	Q95SQ7	-0.02091112	0.2463473	-0.2282496
CG9186	Q9W0H3	-0.3802861	-0.1084098	-0.1965249
CG9203	Q9VXU6	0.6225097	1.002882	0.9193782
CG9205	Q8IGC7	0.3499891	-0.1730265	
CG9213	Q9VXT5	-0.1149001	0.1469159	0.2329063
CG9226	Q960H9	NaN	NaN	0.01834928
CG9231	Q9VW12	0.8801525	0.4353086	0.5815923
CG9238	Q8SWT8	NaN		
CG9243	Q0E8N7	-0.1335635	-0.2508176	-0.5974961
CG9246	Q9VIF0	-1.977903	-0.7712736	-1.814666
CG9247	Q9VIF1	-0.05325044	-1.965784	-0.8940538
CG9248	Q9VIF2	0.02034045	0.1871343	0.6138145
CG9249	Q5BIB9	0.3289059	0.7342218	0.2647166
CG9253	Q8MRB7	-2.370834	-1.845339	-1.676688
CG9257	Q8SZL6		-0.1682038	
CG9265	Q8SYX3			NaN
CG9267	Q8SYI0	-0.8551127		-0.3522526
CG9268	Q8T3L4	-0.1977397	-0.6530601	-0.1662598
CG9272	Q9VIH0	0.2577351	-0.6194035	
CG9279	Q7JQV2	0.9149562		
CG9281	Q8T9H2	0.2791262	-0.1068708	-0.1271634
CG9286	Q9VFR0	-0.357946	-0.3899236	-0.2812811
CG9288	Q9VFR1	0.4763779		
CG9293	Q8IP71		-0.1526604	
CG9298	Q9VLI9	0.2494621	-0.7505911	
CG9300	Q9VW10	-1.47025	-1.413269	-1.381047
CG9302	Q960C0	1.734467	0.03026536	-0.05967538
CG9306	Q9VJZ4	0.8004501	0.2161133	0.05783146
CG9311	Q960G3	0.5482903	0.8459115	0.3188085
CG9318	Q9VIK1	0.005999604	0.486251	-0.4308395
CG9319	Q8MRF0	0.1556465	-1.251814	-0.3864306
CG9320	Q9VIJ9	0.2287905	-0.3086266	0.2727398
CG9323	Q8SWT2	-0.02644594	-0.2584597	1.225583
CG9328	Q8T9H0	0.6789955		
CG9330	Q8SWU2	-0.07066408	-0.259461	-0.1838181
CG9331	Q7KT11	0.07339326	0.04865466	0.0610158
CG9338	Q9VIH9	NaN	0.3012365	
CG9344	Q9W2P5	-0.3394795	-0.05223662	1.039209
CG9350	Q7JYH3	1.952769	0.389016	0.1703097
CG9356	Q9VHE3	-0.1664584	0.1909309	0.2663968
CG9362	Q9VHD3	-0.3658045	-0.2435061	-0.1343821
CG9376	Q8MTV3	0.936359	0.8741281	
CG9389	Q9VP62	1.266802		
CG9391	Q7KTW5	-0.1115655	0.1062144	-0.2511438
CG9393	Q9VHB6	0.2475596	0.4227712	0.206143
CG9399	Q9VHB1	-0.04642113	0.5916794	-0.7530204
CG9422-RC	Q0E9N4	-0.7701948	-1.231549	-0.9005567
CG9425	Q7KUL0	-0.2428159	0.0551957	0.3912178
CG9426	Q9VK21		0.6393248	-0.06591378
CG9436	Q7JVH6	0.9852162	0.4807821	0.07833651
CG9449	B7Z080	-0.9448584		NaN
CG9465	Q9VLI1	NaN		
CG9471	Q8SWZ8	-0.2454957	0.4943644	0.3343394
CG9485	Q7KVP4	0.4741918	0.2086421	0.6149454
CG9515	Q86BM0		0.6934981	
CG9520	Q7K237	0.6835298	0.2674758	0.06391706
CG9526	Q9VMD5	0.0181327		-0.5879664
CG9527	B7Z028	-0.06956466		
CG9531	Q95R65	-0.1350094	-1.373664	
CG9536	Q9VMD2	0.2605666	0.1544536	NaN
CG9547	Q9VMC6	0.4740514	0.7638364	1.201822
CG9548	Q9VMC8	-0.5156115	-0.1242199	NaN
CG9573	Q9VLF2			-0.5747555
CG9577	Q9W5W8	0.4758561	0.1319846	0.1949696
CG9578	Q9W5W6	0.6924316		1.386866
CG9581	Q9W5W7	0.4752542	0.2835663	0.1479579
CG9586	Q8SYU0		-0.3178222	
CG9588	Q9VFS8	-0.5167211	0.001153714	0.2446436
CG9589	Q8MZD2	0.8304085		
CG9590	Q960C8	0.5288438		-0.2643738
CG9596	Q8MS69	-0.9242519	-0.5788441	-0.1575602
CG9601	Q8MZ20	0.06134539	-0.0543773	
CG9603	Q9VHS2	0.4592585	0.0618453	0.5574836
CG9617	Q2XYI8	-0.217727	-0.09740923	0.244887
CG9630	Q9VHU1			-1.982791
CG9634	Q9XZ14	0.590897	0.610889	
CG9643	Q9VQJ8	-0.09868897	-0.8229624	-0.3616018
CG9662	Q9VQP9			NaN
CG9666	Q8MSW4	0.6411762	NaN	
CG9667	Q9VHV6	0.6123948	0.953824	-0.03646666
CG9674	Q7KUQ2	0.09722405	-0.09163285	0.1360601
CG9684	Q8MRT0	-0.4427578	-0.8093978	-0.009785733
CG9691	Q9W306		-0.9964842	
CG9705	Q9VVA0	-0.5095438	0.838024	0.293135
CG9706	Q95TG1			-0.4695896
CG9715	Q960D5		3.392318	NaN
CG9746	Q961J4			NaN
CG9747	Q9VA94	-4.859771	-5.144227	NaN
CG9752	Q8T3L8	NaN		0.6141915
CG9754	Q9W2H9			0.830093
CG9772	Q7YZ95	0.5314063		0.929791
CG9773	Q9VHN5			NaN
CG9775	Q8T0Q2	-2.390337	NaN	NaN
CG9779	Q9VN02	1.478628	0.0278618	0.1528972
CG9784	Q9VXE7	-0.3537749	-0.2600136	-0.2515388
CG9791	Q9VN03	0.1280144	0.1506897	0.2856981
CG9796	Q95RA9	0.5042434	-0.4052986	0.6623878
CG9797	Q9VHM3	-1.083452	-1.666897	NaN
CG9798	Q95T98	-1.851919	-1.481888	NaN
CG9799	Q960D6	0.1617985	-1.376732	-1.151362
CG9836	Q9VHK6	0.8359346	0.3492521	0.2913677
CG9850	B7YZP6	-0.5963627	-0.5005648	-0.6219989
CG9853	Q9VN19	0.08065227		-0.4543083
CG9855	Q961R6			-0.8271797
CG9890	Q9W1V7	0.9476398	-0.729172	
CG9894	Q9VQF7	-0.4697818	0.4718637	
CG9911	Q95TL8	0.3417383	0.3764015	0.5135918
CG9914	Q9VXI1	0.4229265	-0.3440254	0.1020534
CG9915	A8JV07		-0.84648	
CG9917	Q95SC0	0.4998098	0.5028398	0.7765252
CG9921	Q9VXH4		-1.601387	-0.622532
CG9922	Q9VFN9	-0.1740229	0.2202061	NaN
CG9928	Q8SY60		-4.231346	
CG9934	Q8T3I1	0.4255594	0.0533895	0.1134338
CG9940	Q9VYA0	1.358639	1.062191	0.7281382
CG9945	Q7JYQ4		-0.3842071	-0.2296192
CG9953	Q8SZM1	0.321261	0.2246577	0.6594679
CG9977	Q6NR07	-0.5303705	-0.4781854	-0.3553869
CG9986	Q9VAU6			NaN
CG9987	Q9VIW7	0.1193067	-0.1060942	0.1296127
CG9990	Q86LC8			NaN
CG9992	Q8IR15	-0.7495772	NaN	
chb	Q9NBD7	0.4367442	0.761881	0.4316764
Chc	P29742	0.1036739	0.04334458	0.1372412
Chd1	Q24376		-0.1058458	
Chd3	O16102	NaN		1.933724
Chd64	Q9VZI1	-0.8897851	-1.049845	-1.073393
cher	Q7KKC2	-0.1932041	0.08976937	0.1120997
Chi	O18353			NaN
chic	P25843	1.063108	-0.6553305	0.2594232
chico	Q9XTN2			NaN
chif	Q9NK54-1	0.5508243		
CHIP	Q86DT5	1.070058	1.380508	1.690059
Chit	Q23997	0.2395491	1.510152	0.9468057
Chmp1	Q95SH2			0.5364508
CHOp24	Q9W4K0	-0.4491124	-0.02916106	-0.3403859
CHORD	Q9U4A3	0.4753346	-0.08891436	0.1557492
Chrac-14	Q9V444		1.002811	0.6310577
Chrac-16	Q9V452	2.524002		0.4148932
Chro	Q86BS3	-1.194718	-1.232328	-1.239021
chrw	Q9V3C2			NaN
Cht11	Q9W3V1			NaN
Cht2	Q9W092	0.7110391	-0.01369832	0.7174735
Ciao1	Q7K1Y4	-0.2245343	-0.3380316	0.1096949
cib	O97428	0.2755942	0.7628165	0.1219437
cic	Q9U1H0-1		NaN	
cin	P39205	-0.2091414	-0.2014766	-0.3284167
Cip4	A8JNK4		0.4082771	-0.3862987
ck	Q9V3Z6	-0.5303705	-0.8381509	-0.5631772
Cka	Q86M30	0.4727495	0.1708224	0.2209491
CkIalpha	P54367	-1.018919	-0.9016344	-2.440264
CkIIalpha	A4V2B8	1.563966	-0.2972893	
CkIIalpha	P08181			0.153546
CkIIbeta	P08182-1	0.2017421	-0.04290257	0.1017845
Cks30A	Q24152	1.796611	0.9917531	2.636427
Cks85A	Q9VHN1	0.2152113		
cl	Q9VMQ9	0.4464232	0.2671163	0.08161233
Clbn	Q9VBX1	0.004218792	-0.07266482	0.03703076
Clc	Q9VWA1	-0.2566484	0.3490255	0.9297152
Clic	Q9VY78	0.1358713	0.1009776	-0.1625088
CLIP-190	Q9VJE5-1	0.1255099	0.4969225	0.3811726
Clp	Q24081	1.138061	0.798009	
clt	Q9W2F4	-0.2486562	0.1338266	0.1607912
cm	O76928	-0.2548359	0.1654296	0.2412301
cmet	Q9NCG0	0.9773836	1.661111	1.573229
cni	P49858			0.2141248
cnn	P54623-1		2.681921	2.84143
cnn	P54623-2	1.596056		
cno	Q24279	-0.6349649	-0.2016259	
Cnx99A	O02393	-0.4354153	-0.2633518	-0.4887749
Cog3	Q961G1	-0.7466567	-0.1409687	-0.300395
Cog7	Q9VAD6	-0.7179121	-0.2259869	-0.122083
coilin	A1Z7A8	0.09320177	0.6686637	NaN
colt	Q9VQG4	-0.08841301	0.3583962	-0.03469226
comt	P46461	-0.7372541	-0.6694187	
Cont	Q9VN14	0.188644	0.05949366	0.02814484
Coprox	Q9V3D2	0.5452344	0.3985693	0.1696685
coq5	Q9VYF8	-1.003962	1.431088	NaN
COQ7	Q9TVU0	0.09940171	-0.2520369	NaN
Coq9	Q8MKN0	1.151138	0.3188085	0.3434647
cora	Q9V8R9-1	-0.8481572	-0.1733844	-0.3148223
CoRest	Q59E36-1	-0.7771146		-0.1973849
CoRest	Q59E36-3	-0.2066433		
coro	Q7JVY0	0.6091343	0.5603236	0.5135918
cort	Q960N3	0.545445		NaN
Cortactin	O96046	-0.2925462	0.212258	-0.4131152
CoVa	Q94514	0.3187037	-0.8656476	-0.2425842
Cp1	Q95029-1	0.518949	0.171463	0.6866126
Cp190	Q24478	-1.896233	-1.307608	-1.861657
cp309	Q400N2		0.5092398	
cpa	Q9W2N0	-0.02062666	0.8300118	0.384713
cpb	P48603	1.312545	-0.1691119	0.5198438
cpo	Q01617-4	-1.308827	NaN	
Cpr	Q27597	-0.6207741	-0.5383247	-0.7355236
Cpr66D	Q9VSN3	0.6129683		
cpsf	Q9V726-1	-0.6200233	-0.7161968	0.05630613
CPTI	Q7JQH9	0.8018077	1.549226	1.338111
Crag	O96957	-0.7813178	-0.3227037	-0.3432566
crb	P10040-2	-1.074232	-0.2855127	NaN
Crc	P29413	0.2323452	-0.6513144	-0.2611025
CREG	O76804	-0.780898	-0.4078229	-0.7451157
Crk	Q9XYM0	0.5987628	0.6923379	0.551196
crl	Q9N9Z5	-0.2200823	2.938944	-0.1967564
crm	O76912	0.3879967	-0.1302234	-1.175371
crn	P17886	0.1686092	-0.09958717	-0.2074111
crol	O61360			NaN
crp	Q86PC0	-1.482126		
crq	Q27367	0.3773133	1.234624	1.764559
Csat	O76865	-1.158854	-1.317966	NaN
Csl4	Q9VKJ4	-0.3821692	-0.3281088	-0.5693294
CSN1b	Q9VVU5	0.2067117	0.3826119	0.3615439
CSN3	Q8SYG2	-0.2100148	0.02871058	0.1025909
CSN4	Q9V345	1.041239	-0.2489648	0.1645289
CSN5	Q9XZ58	1.01552	0.5323669	0.4119685
CSN6	Q9VCY3	0.3640507	0.7039866	0.132511
CSN7	Q9V4S8	-0.04767794	0.2185952	0.4602708
CSN8	Q7KTH8	0.2138386	1.48197	0.02431962
CstF-50	Q8IMG2	2.670429	-1.105256	-0.234669
CstF-64	Q86NL1	0.2603247	0.07601179	0.368489
csul	Q9U6Y9-1	-0.3717261	-0.3159173	0.07121356
csw	P29349-4	NaN	2.140059	1.359971
cta	P25157		NaN	
CtBP	A4V2S3	0.3462979		
CtBP	O46036-1		0.3802861	
CtBP	O46036-2			0.376068
ctp	Q24117	1.175827	-0.1649976	0.5901468
cue	Q95RU0	-0.4047941	-0.567297	-0.2295177
cul-2	Q9V9R2	0.908659	0.3852654	0.6146628
cul-4	Q5BI50	0.2657261	-0.4004346	0.1663298
cul-5	Q8SYJ7	0.6372216	0.8987888	0.933346
cup	Q9VMA3	0.5947046	0.3213509	0.5076171
cutlet	Q8IQ05	0.3650351	0.1654296	0.5889964
CycA	P14785-1	-1.576571	-0.9223742	NaN
CycB	P20439-1	0.7536041	0.4097983	-2.977554
CycB3	Q9I7I0	1.964432	4.663174	3.88772
CycC	P25008	1.197633		NaN
CycE	A4V0R4	-0.5062973		
CycH	O17144	1.223677	0.2253984	0.6591939
CycK	Q961D1			NaN
CycT	O96433-1	-0.311038	-0.1239841	-0.03531304
Cyp1	P25007	0.2589948	0.232538	0.1991226
Cyp12d1-p	P82712	0.1180066	0.6941224	-0.111773
Cyp18a1	Q95078		NaN	
Cyp305a1	Q9VW43		-0.02265412	0.622743
cyp33	Q9V3G3	-0.1149001	0.2032638	-0.1414779
Cyp4e3	Q9VL92			0.6080522
Cyp4g1	Q9V3S0			NaN
Cyp4s3	Q9VXY0	-0.6682099	-1.457356	-1.067878
Cyp6a13	Q9V4U9			NaN
Cyp6a19	P82711	0.5518179	-1.638142	-1.930105
Cyp6a22	Q9V769	-0.3092926		-0.3909638
Cyp6a23	Q9V771		1.978598	
Cypl	Q9W0Q2			NaN
Cys	P23779	1.104635		NaN
Cyt-b5	Q9V4N3-1	0.05911911	-0.1921175	-0.5850635
Cyt-c-d	P04657			0.6968842
Cyt-c-p	P84029	0.4933574	0.0610158	-0.5005852
D1	A4V2K7	-1.082362	-1.129923	
D1	P22058			-1.501443
Dak1	Q8IGD0	0.3226315	-0.359083	0.04684024
Dap160	O61618	0.002946145	-0.004421391	0.2717842
dare	Q9V3T9	0.100283	-0.1215493	0.6084308
dbe	O02394	-1.808879	-2.824597	NaN
dbeta3GalTII	A1Z7G9		0.01435528	NaN
Dbp45A	Q07886			-1.429887
Dbp73D	P26802	-2.699152	-2.013334	-1.391531
Dbp80	O61305	0.5669124	-0.4690503	0.08990479
dco	O76324			-1.263993
Dcp1	Q9W1H5	-0.2751263	0.05172008	-0.01715427
Dcp-1	O02002	-1.017708	0.06115411	-0.68177
Dcr-1	Q9VCU9	0.1707675		0.8190141
Dcr-2	A1ZAW0	-0.3552418	-0.4453816	-0.4389525
DDB1	Q9XYZ5	-0.4420146	-0.3146967	-0.3264436
Ddx1	Q9VNV3	-0.06004741	-0.01775291	0.0446039
DebB	Q24297	0.393463	0.3915478	0.1957256
defl	Q961P9	-0.5254675	-0.1249119	-0.04498488
Dek	A1ZAK3	-0.4543865	0.338567	-0.05238625
deltaCOP	Q7K7G0	-0.08909126	-0.2503713	-0.151298
desat1	Q7K4Y0	-0.8403625	-1.653537	NaN
det	Q9VDW6-3	-0.2771516	-0.06978495	-0.4437521
Det	Q9VEM2	1.318146	0.4936473	
Df31	O16043	0.3455277	1.079156	1.442652
Dg	A1ZA89	-1.992406	-1.671439	-1.327566
Dgp-1	Q0E931	0.2559423	-0.6279395	-0.7756139
dgt1	Q9VAF4	-1.839597	-1.69087	
dgt2	Q9VKD6	0.5770566	1.407788	0.91747
dgt3	Q9W2P0	1.006884	0.5695883	0.5305701
dgt4	Q7K763	1.166567	1.034427	NaN
dgt5	Q7K4B4	0.3332797	1.654848	0.9602893
dgt6	Q9VAP2	0.2945617	0.4786094	0.6828429
Dhap-at	Q95RN8	-0.4633086		
Dhc64C	P37276-1	0.05820255	-0.00773913	0.01963077
dhd	P47938	5.213089	5.900456	3.706752
Dhfr	A4V302	-0.01264022	0.3195024	
Dhfr	P17719			0.3770682
Dhh1	Q9V3C4	-0.5471537	-0.6253778	-0.2830706
Dhod	P32748-1	0.1533342	-0.4561873	0.2923105
Dhpr	Q9VSU6	0.2116651	0.4643545	0.1979911
dia	P48608	0.4568407	-0.4708087	0.1940871
didum	A1Z6Z8	-0.7017708	-0.7190437	-0.5014019
Dim1	Q8SZ87	1.161105		
DIP1	Q9NIH3	-0.1398623	0.2765562	-0.001530081
DIP2	Q9W0S9	0.405012		
Dip-B	Q9VFQ9	1.070754	0.9362893	1.1133
Dip-C	Q9VG79	0.7979898	-0.1287399	-0.005927245
Dis3	Q8MSY2	0.0467124	-0.01732945	-0.3796201
dj-1beta	Q9VA37	-0.3137102	0.05893986	0.4852206
dl	P15330-2	0.9326367	1.849719	1.718131
Dlc90F	Q94524	1.263612	0.5684214	0.4206172
dlg1	P31007-5	-0.7209789	-1.465659	1.31742
Dlic2	Q8IR93	-0.177599	-0.4318121	-0.1089853
dlt	Q8T626	0.7466157	0.5705601	NaN
DMAP1	Q7K3D8	-0.255682	-0.6905443	-0.1108224
Dmn	Q7K2D2	0.1759409	0.1070183	0.1642714
DmX	Q24593	0.1776206	0.7851738	0.3922075
DnaJ-1	Q24133	0.1605724	0.3327366	0.3701643
DNApol-alpha180	P26019	0.4607866	0.3144065	0.4665489
DNApol-alpha50	Q24317	0.3393269	0.3091761	0.5928278
DNApol-alpha60	Q9VPH2	0.3947902	0.8006618	0.6815842
DNApol-alpha73	Q9VB62	-0.08093054	0.5186359	0.5902427
DNApol-delta	P54358	0.8497783	0.6909087	0.6381202
DNApol-epsilon	Q95R46	0.4755752		0.7707022
DNApol-eta	Q9GNC0	0.6931078		
DNaseII	Q7JYM9			NaN
dNAT1	Q5KTT4	0.5906796	0.885262	0.7674006
dock	Q24218	-0.5109619	0.7761882	0.4563856
dod	P54353	-0.2742915	0.3559184	0.2880631
dom	Q9NDJ2-1	-0.444243	0.3074285	-0.1625572
dome	Q9VWE0	-0.8343067		NaN
dor	Q24314	0.8857129		-0.2905329
Dox-A2	P25161	0.3107366	0.4603756	0.3358262
Dp	Q24318-1	-1.151794	-0.9131619	NaN
Dp1	Q7KN75	-0.42191	-0.7055939	-0.5439088
dpa	Q26454	0.7293635	0.681944	0.7793018
Dph5	Q8IN02	0.7086793	-0.6613646	0.2662768
Dph5	Q9VCY2	-0.2638758	0.3363976	NaN
Dpit47	A1Z6M6	0.473811	-0.1561126	0.3751785
DppIII	Q9VHR8-1	-0.06253617	-0.5069675	-0.2313965
drd	Q8IR42	-4.162855	NaN	NaN
dre4	Q8IRG6-2	0.4644845	0.4614238	0.5835191
Dredd	O77425	-0.415975	-0.01502428	-0.3382869
Dredd	Q8IRY7-1	2.431365	-0.3339888	NaN
Dref	O96083	0.09943266	-1.251504	-1.896469
drk	A4UZF9	0.5065986	0.3779566	
drk	Q08012			0.4130525
dro6	Q2UY30	2.968266		
Droj2	Q9VFV9	0.2523462	-0.3318809	-0.1105265
drosha	Q7KNF1	-0.07080147	0.7738276	-0.005217574
Drp1	Q8IHG0	0.1885783	0.2727398	0.3390233
dsh	P51140		0.06350289	-0.6839237
Dsor1	Q24324	-0.02913487	0.662479	0.2674758
Dsp1	B7Z0Z0	-1.197803	-0.9712328	-0.4525897
Duox	Q9VQH2	1.182459	1.258036	1.633106
dup	Q7JVY2	NaN	2.323514	2.780415
dUTPase	Q8IPB1	0.3788131	0.76901	0.3514022
Dyb	A8DYB7			NaN
dyn-p25	Q7KT78			0.2642361
E(bx)	Q9W0T1-1	-0.2811937	-0.4886938	-0.005434728
E(Pc)	O96542	-0.1409095	NaN	NaN
e(r)	Q24337	-0.8146735		
e(y)1	Q27272	0.07719323	0.3909978	0.3201958
e(y)2	Q9VYX1	-0.2026371	0.5680321	
e(y)3	Q9VWF2	-1.437654		NaN
E(z)	B7Z0G2	NaN	-0.1135045	
E23	Q7KU30	0.9645169		
E2f2	O77051	0.6483943		
Eaat1	O77062			NaN
Eaf6	Q9VRN3	0.005883727	-0.3323167	-0.4404593
eap	Q8SXB3	0.8154784	1.115965	
eas	P54352-1	-0.1942131		
Eb1	A1Z6P3	-0.1584662	0.5438918	0.2786984
ebi	Q95RJ9	0.1819021	0.006333955	NaN
eca	Q9I7K5	0.07193675		
ecd	Q9W032	0.4487843	0.5319678	0.3255016
eco	Q9VS50	NaN		1.188781
ECSIT	Q9U6M0	0.2927049		0.4317833
Ect3	Q9VGE7	0.3121868	2.095688	0.8079319
Ect4	A8JNN1			-0.9443323
ed	Q961D6	1.110729	0.3944044	NaN
Edc3	Q9VVI2	1.495085	1.500139	1.030477
Edem2	Q8MS36		-0.2849326	
EDTP	A1ZAS8	0.8877136	0.6885833	0.7883517
eEF1delta	Q9VL18-1	0.7783828	-0.1199023	-0.1301444
eEF1delta	Q9VL18-2			0.02019986
Ef1alpha100E	P05303			0.003314423
Ef1alpha48D	P08736	-0.08841301	-0.2690949	-0.3013015
Ef1beta	O96827	-0.4015212	-0.4022257	-0.3314633
Ef1gamma	Q9NJH0	-0.1051417	-0.2256663	-0.2533949
Ef2b	P13060-1	-0.024036	-0.4041145	-0.3584355
eff	P25867	-0.1156992	0.0408223	0.2102642
EfSec	Q9W2H0	NaN		0.7145753
EfTuM	A1Z9E3	0.09612872	-0.3439705	0.0724488
EG:100G10.6	O76866	NaN	NaN	NaN
EG:100G10.7	O76867	0.04589308	0.2594232	0.4213715
EG:103E12.2	Q9NF33	0.2961374		
EG:103E12.3	Q9V3U1	0.9311504		
EG:131F2.3	O96824	0.3223791	0.01492663	
EG:132E8.1	O76876	-1.332164		NaN
EG:132E8.3	O76877	2.894966	0.6309645	
EG:140G11.5	Q9U1K7	0.4611441	-0.5260572	0.4491124
EG:171D11.2	Q8SWW9			NaN
EG:25E8.1	O46067	0.2486391	-0.3941454	-0.1383621
EG:25E8.3	O46069	-0.9234915	-1.865858	-1.931921
EG:33C11.2	Q9XZS9	-1.922008		
EG:34F3.4	O77435	-1.122607	-0.3967071	0.04990952
EG:34F3.8	O77434	-0.631989	0.566182	0.06087747
EG:39E1.1	O46078	-0.04180368	0.4503799	0.7054029
EG:39E1.2	O46079	0.499973	-0.06077341	-0.4732501
EG:39E1.3	O46080	NaN	-0.8449761	0.08637615
EG:52C10.1	Q7JQW4	-1.199625	-3.073636	-3.326552
EG:56G7.1	O76894	1.119134	2.084983	2.240131
EG:65F1.1	O76896	-1.545968	-0.9255767	NaN
EG:86E4.3	O46092	0.0181327	0.4297498	0.8257856
EG:86E4.5	O46094	-0.8437427	1.066675	
EG:BACN32G11.3	Q5BIM0	1.161105	-0.3243105	-0.4006441
EG:BACR42I17.10	Q8MS61	-0.3305584	1.332737	
EG:BACR42I17.2	Q8MR80	-3.59419	-1.014733	NaN
EG:BACR7A4.17	Q9V3R3	0.6144917	-0.1866887	0.07395734
EG:BACR7C10.1	Q9V3X4		0.3681537	
EG:BACR7C10.2	Q8MYR7	NaN		
EG:EG0007.12	Q7K764	-0.387914	0.3791774	0.2959581
Egfr	P04412-1		NaN	
egg	Q32KD2	1.749038	0.4074072	0.4420146
egh	O01346	-0.5964581	-1.412424	-1.026088
egl	Q9W1K4	0.1289607	0.3519674	0.6873294
Egm	Q5U117	0.1162072	-0.335499	0.0354831
eIF-1A	Q9NJB4	-0.3351402	0.07628538	-0.3759085
eIF-2alpha	P41374	-0.1428708	-0.290727	-0.2300929
eIF2B-alpha	Q9GQ89	-0.1011122	-0.2838432	-0.1149099
eIF2B-beta	O76863	0.5959689	-0.3059133	0.09518178
eIF2B-delta	Q0E8X6	-0.6536103	-0.4252493	-0.1917386
eIF2B-epsilon	O46090	-0.2582174	-0.2454203	-0.3392357
eIF-2beta	P41375	-0.4010843	-0.02851346	-0.3595456
eIF2B-gamma	A1ZA22	0.3158995	-0.06580811	-0.1488167
eIF-3p40	Q9U9Q4	-0.4900566	-0.2463442	-0.1681228
eIF-3p66	Q9VCK0	-0.068602	-0.4510899	-0.3390897
eIF3-S10	Q9VN25-1	0.4515041	-0.5903755	-0.3616018
eIF3-S4-1	Q9W4X7	-0.4627853	-0.2995603	-0.3088233
eIF3-S5-1	Q9VN50	-0.04362443	-0.9334905	-0.3739628
eIF3-S6	O77410	0.01887803	-0.3222527	-0.2906035
eIF3-S8	A1ZAX1	0.09398683	-0.3412995	-0.2872017
eIF3-S9	Q0E940	0.2435061	-0.5306349	-0.2844228
eIF-4a	Q02748	0.4848123	-0.2766949	-0.1478253
eIF4AIII	Q8SXH3	-0.3802861	-1.026352	-1.079661
eIF-4B	Q7PLL3	-0.0425042	0.09666675	0.07272322
eIF-4E	P48598-1			0.2586999
eIF-4E	P48598-2	0.7293156	0.1556197	
eIF4E-5	Q8MZD6			NaN
